POS Tag: CCT
Word: , | Lemma: , | a56_253to258_tags.txt | SN:168 | TN:35
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:20 | TN:28
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:63 | TN:31
Word: - | Lemma: - | a56_253to258_tags.txt | SN:168 | TN:32
Word: Bagaman | Lemma: Bagaman | a56_181to186_tags.txt | SN:30 | TN:0
Word: Bagaman | Lemma: Bagaman | a56_181to186_tags.txt | SN:66 | TN:0
Word: Bagaman | Lemma: Bagaman | a56_181to186_tags.txt | SN:145 | TN:0
Word: Bagaman | Lemma: Bagaman | a56_253to258_tags.txt | SN:94 | TN:0
Word: Bagamat | Lemma: Bagamat | lopez_clement_s11_tags.txt | SN:44 | TN:0
Word: Baseball | Lemma: Baseball | a56_253to258_tags.txt | SN:168 | TN:40
Word: Bilang | Lemma: Bilang | a56_226_tags.txt | SN:14 | TN:0
Word: Bilang | Lemma: Bilang | a56_181to186_tags.txt | SN:33 | TN:0
Word: Bilang | Lemma: Bilang | a56_193to197_tags.txt | SN:84 | TN:0
Word: Bilang | Lemma: Bilang | a56_238to240_tags.txt | SN:70 | TN:0
Word: Bilang | Lemma: Bilang | a56_226_tags.txt | SN:25 | TN:0
Word: Bilang | Lemma: Bilang | a56_228_tags.txt | SN:3 | TN:0
Word: Bilang | Lemma: Bilang | a56_235to237_tags.txt | SN:14 | TN:0
Word: Bilang | Lemma: Bilang | a56_235to237_tags.txt | SN:42 | TN:0
Word: Bilang | Lemma: Bilang | a56_238to240_tags.txt | SN:43 | TN:21
Word: Bilang | Lemma: Bilang | a56_238to240_tags.txt | SN:58 | TN:0
Word: Bukod | Lemma: Bukod | a56_193to197_tags.txt | SN:108 | TN:0
Word: Habang | Lemma: Habang | a56_211_tags.txt | SN:7 | TN:0
Word: Habang | Lemma: Habang | a56_227_tags.txt | SN:27 | TN:0
Word: Kabilang | Lemma: Kabilang | a56_253to258_tags.txt | SN:98 | TN:0
Word: Kabilang | Lemma: Kabilang | a56_253to258_tags.txt | SN:128 | TN:0
Word: Kahit | Lemma: Kahit | a56_181to186_tags.txt | SN:81 | TN:0
Word: Kahit | Lemma: Kahit | a56_204_tags.txt | SN:25 | TN:0
Word: Kahit | Lemma: Kahit | a56_223_tags.txt | SN:21 | TN:0
Word: Kahit | Lemma: Kahit | a56_238to240_tags.txt | SN:3 | TN:0
Word: Kahit | Lemma: Kahit | a56_238to240_tags.txt | SN:22 | TN:0
Word: Kahit | Lemma: Kahit | a56_248_tags.txt | SN:6 | TN:0
Word: Kahit | Lemma: Kahit | a56_250_tags.txt | SN:6 | TN:0
Word: Kahit | Lemma: Kahit | a56_259_tags.txt | SN:20 | TN:0
Word: Kahit | Lemma: Kahit | cua_bernice_s11_tags.txt | SN:66 | TN:0
Word: Kahit | Lemma: Kahit | cua_bernice_s11_tags.txt | SN:96 | TN:0
