POS Tag: CDB
Word: $ | Lemma: $ | lopez_clement_s11_tags.txt | SN:25 | TN:40
Word: $ | Lemma: $ | lopez_clement_s11_tags.txt | SN:25 | TN:46
Word: % | Lemma: % | lopez_clement_s11_tags.txt | SN:25 | TN:44
Word: & | Lemma: & | lopez_clement_s11_tags.txt | SN:49 | TN:10
Word: ( | Lemma: ( | lopez_clement_s11_tags.txt | SN:25 | TN:42
Word: ).00 | Lemma: ).00 | lopez_clement_s11_tags.txt | SN:25 | TN:50
Word: -15 | Lemma: -15 | a56_264_tags.txt | SN:26 | TN:17
Word: -2 | Lemma: -2 | a56_264_tags.txt | SN:27 | TN:14
Word: -23 | Lemma: -23 | a56_264_tags.txt | SN:28 | TN:7
Word: -24.0 | Lemma: -24.0 | a56_249_tags.txt | SN:25 | TN:21
Word: .05 | Lemma: .05 | a56_181to186_tags.txt | SN:87 | TN:71
Word: .2 | Lemma: .2 | a56_181to186_tags.txt | SN:113 | TN:16
Word: 0.06 | Lemma: 0.06 | a56_181to186_tags.txt | SN:87 | TN:58
Word: 0.3 | Lemma: 0.3 | a56_260_tags.txt | SN:3 | TN:58
Word: 0.5 | Lemma: 0.5 | a56_181to186_tags.txt | SN:87 | TN:40
Word: 0.8 | Lemma: 0.8 | a56_200_tags.txt | SN:12 | TN:6
Word: 1 | Lemma: 1 | a56_181to186_tags.txt | SN:61 | TN:9
Word: 1 | Lemma: 1 | a56_181to186_tags.txt | SN:60 | TN:1
Word: 1 | Lemma: 1 | a56_181to186_tags.txt | SN:48 | TN:4
Word: 1 | Lemma: 1 | a56_181to186_tags.txt | SN:60 | TN:5
Word: 1 | Lemma: 1 | a56_181to186_tags.txt | SN:65 | TN:9
Word: 1 | Lemma: 1 | a56_238to240_tags.txt | SN:51 | TN:30
Word: 1 | Lemma: 1 | a56_181to186_tags.txt | SN:65 | TN:20
Word: 1 | Lemma: 1 | a56_253to258_tags.txt | SN:73 | TN:2
Word: 1 | Lemma: 1 | a56_181to186_tags.txt | SN:65 | TN:32
Word: 1 | Lemma: 1 | cua_bernice_s11_tags.txt | SN:88 | TN:9
Word: 1 | Lemma: 1 | a56_226_tags.txt | SN:26 | TN:16
Word: 1 | Lemma: 1 | lopez_clement_s11_tags.txt | SN:6 | TN:11
Word: 1 | Lemma: 1 | a56_238to240_tags.txt | SN:51 | TN:4
Word: 1 | Lemma: 1 | a56_260_tags.txt | SN:3 | TN:55
Word: 1 | Lemma: 1 | a56_235to237_tags.txt | SN:15 | TN:9
Word: 1 | Lemma: 1 | a56_260_tags.txt | SN:2 | TN:29
Word: 1,050 | Lemma: 1,050 | a56_238to240_tags.txt | SN:60 | TN:8
Word: 1,429 | Lemma: 1,429 | a56_226_tags.txt | SN:2 | TN:15
Word: 1.04 | Lemma: 1.04 | a56_260_tags.txt | SN:3 | TN:14
