POS Tag: LM
Word: , | Lemma: , | a56_264_tags.txt | SN:31 | TN:14
Word: ay | Lemma: ay | a56_181to186_tags.txt | SN:28 | TN:28
Word: ay | Lemma: ay | a56_181to186_tags.txt | SN:133 | TN:2
Word: ay | Lemma: ay | a56_193to197_tags.txt | SN:1 | TN:19
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:40 | TN:9
Word: ay | Lemma: ay | a56_211_tags.txt | SN:11 | TN:6
Word: ay | Lemma: ay | a56_259_tags.txt | SN:26 | TN:30
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:83 | TN:20
Word: ay | Lemma: ay | a56_235to237_tags.txt | SN:19 | TN:9
Word: ay | Lemma: ay | a56_259_tags.txt | SN:20 | TN:16
Word: ay | Lemma: ay | a56_264_tags.txt | SN:17 | TN:2
Word: ay | Lemma: ay | a56_228_tags.txt | SN:6 | TN:17
Word: ay | Lemma: ay | a56_200_tags.txt | SN:10 | TN:1
Word: ay | Lemma: ay | a56_204_tags.txt | SN:25 | TN:18
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:93 | TN:2
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:35 | TN:2
Word: ay | Lemma: ay | a56_211_tags.txt | SN:19 | TN:32
Word: ay | Lemma: ay | a56_260_tags.txt | SN:2 | TN:21
Word: ay | Lemma: ay | a56_259_tags.txt | SN:20 | TN:44
Word: ay | Lemma: ay | a56_259_tags.txt | SN:23 | TN:24
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:28 | TN:8
Word: ay | Lemma: ay | a56_261_tags.txt | SN:4 | TN:32
Word: ay | Lemma: ay | a56_263_tags.txt | SN:23 | TN:16
Word: ay | Lemma: ay | a56_264_tags.txt | SN:34 | TN:3
Word: ay | Lemma: ay | a56_248_tags.txt | SN:8 | TN:15
Word: ay | Lemma: ay | a56_259_tags.txt | SN:8 | TN:6
Word: ay | Lemma: ay | a56_259_tags.txt | SN:16 | TN:7
Word: ay | Lemma: ay | a56_263_tags.txt | SN:18 | TN:1
Word: ay | Lemma: ay | a56_261_tags.txt | SN:15 | TN:7
Word: ay | Lemma: ay | a56_259_tags.txt | SN:14 | TN:29
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:81 | TN:7
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:107 | TN:9
Word: ay | Lemma: ay | a56_261_tags.txt | SN:27 | TN:11
Word: ay | Lemma: ay | a56_212_tags.txt | SN:17 | TN:27
Word: ay | Lemma: ay | a56_198_tags.txt | SN:32 | TN:40
Word: ay | Lemma: ay | a56_200_tags.txt | SN:39 | TN:1
Word: ay | Lemma: ay | a56_259_tags.txt | SN:3 | TN:14
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:19 | TN:2
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:72 | TN:3
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:22 | TN:7
Word: ay | Lemma: ay | a56_259_tags.txt | SN:21 | TN:21
Word: ay | Lemma: ay | a56_200_tags.txt | SN:15 | TN:9
Word: ay | Lemma: ay | a56_247_tags.txt | SN:15 | TN:3
Word: ay | Lemma: ay | a56_247_tags.txt | SN:17 | TN:27
Word: ay | Lemma: ay | a56_261_tags.txt | SN:9 | TN:13
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:84 | TN:8
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:6 | TN:48
Word: ay | Lemma: ay | a56_261_tags.txt | SN:8 | TN:2
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:87 | TN:3
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:35 | TN:10
Word: ay | Lemma: ay | a56_264_tags.txt | SN:18 | TN:15
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:34 | TN:3
Word: ay | Lemma: ay | a56_264_tags.txt | SN:32 | TN:10
Word: ay | Lemma: ay | a56_260_tags.txt | SN:6 | TN:24
Word: ay | Lemma: ay | a56_211_tags.txt | SN:29 | TN:10
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:88 | TN:3
Word: ay | Lemma: ay | a56_259_tags.txt | SN:26 | TN:24
Word: ay | Lemma: ay | a56_263_tags.txt | SN:17 | TN:2
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:16 | TN:3
Word: ay | Lemma: ay | a56_264_tags.txt | SN:21 | TN:6
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:41 | TN:33
Word: ay | Lemma: ay | a56_248_tags.txt | SN:3 | TN:7
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:25 | TN:39
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:2 | TN:2
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:29 | TN:1
Word: ay | Lemma: ay | a56_250_tags.txt | SN:24 | TN:5
Word: ay | Lemma: ay | a56_259_tags.txt | SN:11 | TN:11
Word: ay | Lemma: ay | a56_264_tags.txt | SN:25 | TN:7
Word: ay | Lemma: ay | a56_261_tags.txt | SN:21 | TN:2
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:21 | TN:26
Word: ay | Lemma: ay | a56_250_tags.txt | SN:14 | TN:18
Word: ay | Lemma: ay | a56_200_tags.txt | SN:6 | TN:5
Word: ay | Lemma: ay | a56_198_tags.txt | SN:29 | TN:7
Word: ay | Lemma: ay | a56_198_tags.txt | SN:32 | TN:17
Word: ay | Lemma: ay | a56_200_tags.txt | SN:14 | TN:8
Word: ay | Lemma: ay | a56_264_tags.txt | SN:10 | TN:17
Word: ay | Lemma: ay | a56_264_tags.txt | SN:24 | TN:7
Word: ay | Lemma: ay | a56_264_tags.txt | SN:26 | TN:3
Word: ay | Lemma: ay | cua_bernice_s11_tags.txt | SN:104 | TN:4
Word: ay | Lemma: ay | a56_200_tags.txt | SN:1 | TN:3
Word: ay | Lemma: ay | a56_211_tags.txt | SN:35 | TN:3
Word: ay | Lemma: ay | a56_263_tags.txt | SN:21 | TN:6
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:1 | TN:2
Word: ay | Lemma: ay | a56_264_tags.txt | SN:6 | TN:12
Word: ay | Lemma: ay | a56_260_tags.txt | SN:3 | TN:16
Word: ay | Lemma: ay | a56_263_tags.txt | SN:16 | TN:9
Word: ay | Lemma: ay | a56_250_tags.txt | SN:18 | TN:4
Word: ay | Lemma: ay | a56_264_tags.txt | SN:3 | TN:1
Word: ay | Lemma: ay | a56_263_tags.txt | SN:6 | TN:7
Word: ay | Lemma: ay | a56_253to258_tags.txt | SN:148 | TN:16
Word: ay | Lemma: ay | a56_223_tags.txt | SN:5 | TN:61
Word: ay | Lemma: ay | a56_259_tags.txt | SN:13 | TN:15
Word: ay | Lemma: ay | a56_263_tags.txt | SN:19 | TN:9
Word: ay | Lemma: ay | a56_261_tags.txt | SN:22 | TN:2
Word: ay | Lemma: ay | a56_247_tags.txt | SN:27 | TN:5
Word: ay | Lemma: ay | lopez_clement_s11_tags.txt | SN:34 | TN:12
Word: ay | Lemma: ay | a56_264_tags.txt | SN:10 | TN:7
