POS Tag: VB_TS_AF
Word: Bumaba | Lemma: Baba | cua_bernice_s11_tags.txt | SN:103 | TN:0
Word: Bumili | Lemma: Bili | a56_238to240_tags.txt | SN:76 | TN:0
Word: Gumalaw | Lemma: Galaw | a56_213_tags.txt | SN:19 | TN:0
Word: Gumawa | Lemma: Gaawa | a56_211_tags.txt | SN:31 | TN:0
Word: Kumalat | Lemma: Kalat | a56_238to240_tags.txt | SN:72 | TN:0
Word: Lumabas | Lemma: Labas | a56_223_tags.txt | SN:10 | TN:0
Word: Lumabas | Lemma: Labas | a56_224_tags.txt | SN:15 | TN:0
Word: Lumapit | Lemma: Lapit | a56_251_tags.txt | SN:25 | TN:0
Word: Pumasok | Lemma: Pasok | a56_227_tags.txt | SN:8 | TN:0
Word: Pumirma | Lemma: Pirma | a56_238to240_tags.txt | SN:41 | TN:0
Word: Rumesponde | Lemma: Responde | a56_238to240_tags.txt | SN:74 | TN:0
Word: Sumali | Lemma: Sali | a56_264_tags.txt | SN:15 | TN:0
Word: Sumang-ayon | Lemma: Sang-ayon | cua_bernice_s11_tags.txt | SN:58 | TN:0
Word: Sumikat | Lemma: Sikat | a56_226_tags.txt | SN:3 | TN:0
Word: Sumulangsan | Lemma: Salangsan | a56_249_tags.txt | SN:15 | TN:0
Word: Sumunod | Lemma: Sunod | a56_238to240_tags.txt | SN:12 | TN:0
Word: Tumakbo | Lemma: Takbo | a56_213_tags.txt | SN:37 | TN:16
Word: Tumamo | Lemma: Tamo | a56_227_tags.txt | SN:2 | TN:0
Word: Tumugon | Lemma: tugon | a56_235to237_tags.txt | SN:29 | TN:0
Word: Tumukso | Lemma: Tukso | a56_251_tags.txt | SN:9 | TN:0
Word: Umunlad | Lemma: Unlad | a56_253to258_tags.txt | SN:33 | TN:0
Word: bumaba | Lemma: baba | cua_bernice_s11_tags.txt | SN:54 | TN:18
Word: bumaba | Lemma: baba | cua_bernice_s11_tags.txt | SN:104 | TN:20
Word: bumagsak | Lemma: bagsak | a56_249_tags.txt | SN:22 | TN:13
Word: bumagtas | Lemma: bagtas | a56_212_tags.txt | SN:17 | TN:37
Word: bumalik | Lemma: balik | a56_211_tags.txt | SN:37 | TN:5
Word: bumalik | Lemma: balik | a56_212_tags.txt | SN:17 | TN:47
Word: bumalik | Lemma: balik | a56_224_tags.txt | SN:26 | TN:17
Word: bumalik | Lemma: balik | a56_224_tags.txt | SN:29 | TN:9
Word: bumalik | Lemma: balik | a56_251_tags.txt | SN:25 | TN:19
Word: bumalik | Lemma: balik | a56_253to258_tags.txt | SN:155 | TN:8
Word: bumalik | Lemma: balik | a56_253to258_tags.txt | SN:161 | TN:14
Word: bumili | Lemma: bili | a56_200_tags.txt | SN:3 | TN:6
Word: bumisita | Lemma: bisita | a56_181to186_tags.txt | SN:14 | TN:45
Word: bumoto | Lemma: boto | a56_238to240_tags.txt | SN:55 | TN:1
Word: bumunga | Lemma: bunga | a56_260_tags.txt | SN:14 | TN:2
Word: bumuo | Lemma: buo | a56_223_tags.txt | SN:12 | TN:5
Word: bumuo | Lemma: buo | a56_253to258_tags.txt | SN:41 | TN:7
Word: dumagdag | Lemma: dagdag | a56_259_tags.txt | SN:14 | TN:34
Word: dumalo | Lemma: dalo | a56_226_tags.txt | SN:10 | TN:7
Word: dumating | Lemma: dating | a56_253to258_tags.txt | SN:98 | TN:45
Word: dumating | Lemma: dating | a56_263_tags.txt | SN:9 | TN:3
Word: gumalaw | Lemma: galaw | cua_bernice_s11_tags.txt | SN:74 | TN:11
Word: gumamit | Lemma: gamit | a56_253to258_tags.txt | SN:73 | TN:61
Word: gumanap | Lemma: ganap | a56_223_tags.txt | SN:11 | TN:58
Word: gumawa | Lemma: gawa | a56_200_tags.txt | SN:6 | TN:8
Word: gumawa | Lemma: gawa | a56_211_tags.txt | SN:1 | TN:34
Word: gumawa | Lemma: gawa | a56_211_tags.txt | SN:31 | TN:21
Word: gumawa | Lemma: gawa | a56_211_tags.txt | SN:35 | TN:4
Word: gumawa | Lemma: gawa | a56_214_tags.txt | SN:1 | TN:4
Word: gumawa | Lemma: gawa | a56_214_tags.txt | SN:12 | TN:5
Word: gumawa | Lemma: gawa | a56_247_tags.txt | SN:22 | TN:20
Word: gumawa | Lemma: gawa | a56_253to258_tags.txt | SN:48 | TN:21
Word: humampas | Lemma: hampas | a56_253to258_tags.txt | SN:153 | TN:7
Word: humampas | Lemma: hampas | a56_253to258_tags.txt | SN:164 | TN:20
Word: humanga | Lemma: hanga | a56_211_tags.txt | SN:19 | TN:28
Word: humarap | Lemma: harap | a56_211_tags.txt | SN:29 | TN:7
Word: humigit | Lemma: higit | a56_224_tags.txt | SN:28 | TN:20
Word: humiling | Lemma: humiling | a56_211_tags.txt | SN:1 | TN:28
Word: humingi | Lemma: hingi | a56_253to258_tags.txt | SN:3 | TN:4
Word: huminto | Lemma: hinto | a56_238to240_tags.txt | SN:5 | TN:14
Word: huminto | Lemma: hinto | a56_248_tags.txt | SN:27 | TN:21
Word: humiwalay | Lemma: hiwalay | a56_223_tags.txt | SN:5 | TN:55
Word: kumalag | Lemma: kalag | a56_213_tags.txt | SN:10 | TN:24
Word: kumalat | Lemma: kalat | a56_225_tags.txt | SN:8 | TN:1
Word: kumita | Lemma: kita | a56_238to240_tags.txt | SN:44 | TN:13
Word: kumita | Lemma: kita | lopez_clement_s11_tags.txt | SN:12 | TN:33
Word: kumontra | Lemma: kontra | a56_228_tags.txt | SN:18 | TN:10
Word: lumaban | Lemma: laban | a56_214_tags.txt | SN:20 | TN:17
Word: lumaban | Lemma: laban | a56_264_tags.txt | SN:14 | TN:5
Word: lumabas | Lemma: labas | a56_223_tags.txt | SN:1 | TN:2
Word: lumabas | Lemma: labas | a56_223_tags.txt | SN:13 | TN:3
Word: lumabas | Lemma: labas | a56_224_tags.txt | SN:1 | TN:8
Word: lumabas | Lemma: labas | a56_226_tags.txt | SN:24 | TN:7
Word: lumabas | Lemma: labas | a56_227_tags.txt | SN:5 | TN:1
Word: lumabas | Lemma: labas | a56_238to240_tags.txt | SN:22 | TN:29
Word: lumabas | Lemma: labas | a56_238to240_tags.txt | SN:33 | TN:13
Word: lumabas | Lemma: labas | cua_bernice_s11_tags.txt | SN:73 | TN:6
Word: lumagay | Lemma: lagay | a56_238to240_tags.txt | SN:4 | TN:19
Word: lumagda | Lemma: lagda | a56_248_tags.txt | SN:27 | TN:12
Word: lumago | Lemma: lago | a56_248_tags.txt | SN:1 | TN:1
Word: lumapit | Lemma: lapit | a56_259_tags.txt | SN:17 | TN:50
Word: lumawak | Lemma: lawak | a56_213_tags.txt | SN:1 | TN:19
Word: lumawak | Lemma: lawak | a56_235to237_tags.txt | SN:10 | TN:16
Word: lumawak | Lemma: lawak | lopez_clement_s11_tags.txt | SN:4 | TN:16
Word: lumayo | Lemma: layo | a56_213_tags.txt | SN:28 | TN:1
Word: lumayo | Lemma: layo | a56_214_tags.txt | SN:34 | TN:4
Word: lumihis | Lemma: lihis | a56_228_tags.txt | SN:3 | TN:11
Word: lumikas | Lemma: likas | a56_204_tags.txt | SN:23 | TN:22
Word: lumipad | Lemma: lipad | cua_bernice_s11_tags.txt | SN:23 | TN:11
Word: lumipad | Lemma: lipad | cua_bernice_s11_tags.txt | SN:24 | TN:3
Word: lumipat | Lemma: lipat | a56_226_tags.txt | SN:12 | TN:6
Word: lumipat | Lemma: lipat | a56_235to237_tags.txt | SN:2 | TN:19
Word: lumipat | Lemma: lipat | a56_235to237_tags.txt | SN:32 | TN:13
Word: lumipat | Lemma: lipat | a56_253to258_tags.txt | SN:13 | TN:8
Word: lumipat | Lemma: lipat | a56_253to258_tags.txt | SN:27 | TN:8
Word: lumipat | Lemma: lipat | a56_253to258_tags.txt | SN:72 | TN:1
Word: lumisan | Lemma: lisan | a56_235to237_tags.txt | SN:31 | TN:8
Word: lumobo | Lemma: lobo | a56_259_tags.txt | SN:16 | TN:17
Word: lumubog | Lemma: lubog | a56_212_tags.txt | SN:15 | TN:10
Word: lumubog | Lemma: lubog | a56_259_tags.txt | SN:17 | TN:3
Word: pinabulaanan | Lemma: bula | a56_225_tags.txt | SN:20 | TN:24
Word: pumanaw | Lemma: tanaw | a56_227_tags.txt | SN:3 | TN:1
Word: pumanaw | Lemma: pumanaw | a56_227_tags.txt | SN:4 | TN:32
Word: pumanaw | Lemma: pumanaw | a56_227_tags.txt | SN:9 | TN:21
Word: pumasok | Lemma: pasok | a56_227_tags.txt | SN:10 | TN:9
Word: pumili | Lemma: pili | a56_223_tags.txt | SN:16 | TN:15
Word: pumili | Lemma: pili | a56_260_tags.txt | SN:17 | TN:22
Word: pumirma | Lemma: pirma | a56_211_tags.txt | SN:1 | TN:21
Word: pumuna | Lemma: puna | a56_225_tags.txt | SN:14 | TN:23
Word: pumunta | Lemma: punta | a56_214_tags.txt | SN:36 | TN:4
Word: pumunta | Lemma: punta | a56_238to240_tags.txt | SN:74 | TN:19
Word: pumunta | Lemma: punta | a56_248_tags.txt | SN:4 | TN:46
Word: pumunta | Lemma: punta | a56_249_tags.txt | SN:16 | TN:20
Word: pumunta | Lemma: punta | a56_253to258_tags.txt | SN:114 | TN:8
Word: sumagisag | Lemma: sagisag | a56_252_tags.txt | SN:1 | TN:18
Word: sumakop | Lemma: sakop | a56_253to258_tags.txt | SN:112 | TN:6
Word: sumali | Lemma: sali | a56_264_tags.txt | SN:1 | TN:23
Word: sumang-ayon | Lemma: ayon | lopez_clement_s11_tags.txt | SN:21 | TN:12
Word: sumapi | Lemma: sapi | a56_238to240_tags.txt | SN:38 | TN:11
Word: sumikat | Lemma: sikat | a56_247_tags.txt | SN:11 | TN:18
Word: sumilalim | Lemma: ilalim | a56_238to240_tags.txt | SN:11 | TN:7
Word: sumobra | Lemma: sobra | a56_259_tags.txt | SN:17 | TN:21
Word: sumulat | Lemma: sulat | a56_225_tags.txt | SN:20 | TN:9
Word: sumulong | Lemma: ulong | a56_214_tags.txt | SN:32 | TN:9
Word: sumunod | Lemma: sunod | a56_213_tags.txt | SN:29 | TN:37
Word: sumunod | Lemma: sunod | a56_213_tags.txt | SN:33 | TN:5
