POS Tag: VB_TR_OF
Word: Binabakas | Lemma: bakas | a56_263_tags.txt | SN:24 | TN:0
Word: Binabato | Lemma: Bato | a56_253to258_tags.txt | SN:101 | TN:0
Word: Binubuo | Lemma: Buo | a56_253to258_tags.txt | SN:77 | TN:0
Word: Hinahati | Lemma: hati | a56_253to258_tags.txt | SN:36 | TN:0
Word: Hinahati | Lemma: Hati | cua_bernice_s11_tags.txt | SN:70 | TN:0
Word: Ibinebenta | Lemma: benta | lopez_clement_s11_tags.txt | SN:15 | TN:0
Word: Inaalagaan | Lemma: Alaga | cua_bernice_s11_tags.txt | SN:77 | TN:0
Word: Inaangkin | Lemma: Angkin | a56_235to237_tags.txt | SN:4 | TN:0
Word: Inihahanda | Lemma: handa | lopez_clement_s11_tags.txt | SN:31 | TN:0
Word: Iniilipat | Lemma: Lipat | a56_253to258_tags.txt | SN:169 | TN:0
Word: Inilalaan | Lemma: laan | a56_261_tags.txt | SN:7 | TN:0
Word: Inuulat | Lemma: ulat | a56_247_tags.txt | SN:22 | TN:0
Word: Ipinahayag | Lemma: hayag | a56_263_tags.txt | SN:26 | TN:0
Word: Ipinapakita | Lemma: kita | a56_250_tags.txt | SN:1 | TN:0
Word: Isinasalin | Lemma: Salin | a56_200_tags.txt | SN:41 | TN:0
Word: Itinuturing | Lemma: Turing | a56_253to258_tags.txt | SN:133 | TN:0
Word: Itinuturing | Lemma: Turing | cua_bernice_s11_tags.txt | SN:100 | TN:0
Word: Kinabibilangan | Lemma: Kabilang | a56_247_tags.txt | SN:23 | TN:0
Word: Kinakailangan | Lemma: Kailangan | a56_253to258_tags.txt | SN:40 | TN:0
Word: Kinakailangan | Lemma: Kailangan | a56_259_tags.txt | SN:22 | TN:0
Word: Kinakatwan | Lemma: Katawan | a56_238to240_tags.txt | SN:62 | TN:0
Word: Kinikilala | Lemma: Kilala | cua_bernice_s11_tags.txt | SN:20 | TN:0
Word: Masasalamin | Lemma: salamin | a56_226_tags.txt | SN:15 | TN:0
Word: Nilalarawan | Lemma: larawan | a56_238to240_tags.txt | SN:16 | TN:0
Word: Nilalarawan | Lemma: Larawan | a56_238to240_tags.txt | SN:17 | TN:0
