POS Tag: NNP
Word: , | Lemma: , | a56_253to258_tags.txt | SN:11 | TN:12
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:23 | TN:24
Word: A | Lemma: A | a56_225_tags.txt | SN:28 | TN:15
Word: A-list | Lemma: A-list | a56_223_tags.txt | SN:16 | TN:50
Word: A_Conversation_with_Cary_Grant | Lemma: A_Conversation_with_Cary_Grant | a56_224_tags.txt | SN:2 | TN:3
Word: A_Decade_of_Son | Lemma: A_Decade_of_Son | a56_238to240_tags.txt | SN:4 | TN:33
Word: A_New_Day_Has_Come | Lemma: A_New_Day_Has_Come | a56_238to240_tags.txt | SN:13 | TN:6
Word: A_New_Day_Has_Come | Lemma: A_New_Day_Has_Come | a56_238to240_tags.txt | SN:14 | TN:26
Word: A_New_Day_Has_Come | Lemma: A_New_Day_Has_Come | a56_238to240_tags.txt | SN:16 | TN:7
Word: Abbey | Lemma: Abbey | a56_253to258_tags.txt | SN:48 | TN:38
Word: About | Lemma: About | a56_238to240_tags.txt | SN:26 | TN:27
Word: Abril | Lemma: Abril | a56_211_tags.txt | SN:35 | TN:11
Word: Abril | Lemma: Abril | a56_181to186_tags.txt | SN:1 | TN:24
Word: Abril | Lemma: Abril | a56_211_tags.txt | SN:29 | TN:17
Word: Abril | Lemma: Abril | a56_224_tags.txt | SN:24 | TN:3
Word: Abril | Lemma: Abril | a56_226_tags.txt | SN:26 | TN:19
Word: Abril | Lemma: Abril | a56_226_tags.txt | SN:30 | TN:1
Word: Abril | Lemma: Abril | a56_227_tags.txt | SN:3 | TN:11
Word: Abril | Lemma: Abril | a56_249_tags.txt | SN:24 | TN:17
Word: Acacia | Lemma: Acacia | a56_200_tags.txt | SN:18 | TN:13
Word: Academy | Lemma: Academy | a56_223_tags.txt | SN:2 | TN:22
Word: Academy | Lemma: Academy | a56_223_tags.txt | SN:17 | TN:5
Word: Academy | Lemma: Academy | a56_223_tags.txt | SN:19 | TN:6
Word: Achievement | Lemma: Achievement | a56_223_tags.txt | SN:19 | TN:10
Word: Achna | Lemma: Achna | a56_235to237_tags.txt | SN:54 | TN:65
Word: Acres | Lemma: Acres | a56_251_tags.txt | SN:6 | TN:27
Word: Adams | Lemma: Adams | a56_238to240_tags.txt | SN:48 | TN:26
Word: Adler | Lemma: Adler | a56_224_tags.txt | SN:3 | TN:7
Word: Administrasyong | Lemma: Administrasyong | a56_193to197_tags.txt | SN:57 | TN:7
Word: Administrative | Lemma: Administrative | a56_261_tags.txt | SN:21 | TN:15
Word: Afonso | Lemma: Afonso | a56_263_tags.txt | SN:25 | TN:5
Word: Afonso | Lemma: Afonso | a56_263_tags.txt | SN:26 | TN:2
Word: Afonso | Lemma: Afonso | a56_263_tags.txt | SN:26 | TN:25
Word: Africa | Lemma: Africa | a56_204_tags.txt | SN:4 | TN:13
Word: Africa | Lemma: Africa | a56_204_tags.txt | SN:11 | TN:4
Word: Africa | Lemma: Africa | cua_bernice_s11_tags.txt | SN:25 | TN:4
Word: African | Lemma: African | a56_204_tags.txt | SN:5 | TN:33
Word: African-Eurasian | Lemma: African-Eurasian | cua_bernice_s11_tags.txt | SN:102 | TN:15
Word: Africanizing | Lemma: Africanizing | a56_204_tags.txt | SN:21 | TN:20
Word: Against | Lemma: Against | a56_253to258_tags.txt | SN:9 | TN:3
Word: Age_of_Enlightenment | Lemma: Age_of_Enlightenment | a56_193to197_tags.txt | SN:36 | TN:21
Word: Agency | Lemma: Agency | a56_227_tags.txt | SN:16 | TN:8
Word: Ages | Lemma: Ages | a56_193to197_tags.txt | SN:72 | TN:5
Word: Agosto | Lemma: Agosto | a56_193to197_tags.txt | SN:3 | TN:7
Word: Agosto | Lemma: Agosto | a56_224_tags.txt | SN:16 | TN:12
Word: Agosto | Lemma: Agosto | a56_253to258_tags.txt | SN:172 | TN:24
Word: Air | Lemma: Air | a56_238to240_tags.txt | SN:29 | TN:18
Word: Air | Lemma: Air | a56_238to240_tags.txt | SN:40 | TN:18
Word: Airport | Lemma: Airport | a56_248_tags.txt | SN:14 | TN:28
Word: Airport | Lemma: Airport | a56_248_tags.txt | SN:17 | TN:18
Word: Airport | Lemma: Airport | a56_248_tags.txt | SN:22 | TN:3
Word: Airport | Lemma: Airport | a56_248_tags.txt | SN:24 | TN:4
Word: Airport | Lemma: Airport | a56_248_tags.txt | SN:29 | TN:20
Word: Airport | Lemma: Airport | a56_248_tags.txt | SN:30 | TN:18
Word: Airport | Lemma: Airport | a56_248_tags.txt | SN:31 | TN:8
Word: Akritas | Lemma: Akritas | a56_235to237_tags.txt | SN:54 | TN:49
Word: Al-Haytham | Lemma: Al-Haytham | a56_193to197_tags.txt | SN:75 | TN:15
Word: Al-Haytham | Lemma: Al-Haytham | a56_193to197_tags.txt | SN:76 | TN:5
Word: Alaman | Lemma: Alaman | a56_263_tags.txt | SN:9 | TN:15
Word: Alan | Lemma: Alan | a56_263_tags.txt | SN:21 | TN:17
Word: Aland | Lemma: Aland | cua_bernice_s11_tags.txt | SN:110 | TN:5
Word: Alans | Lemma: Alans | a56_263_tags.txt | SN:8 | TN:10
Word: Albert | Lemma: Albert | a56_193to197_tags.txt | SN:103 | TN:5
Word: Albert | Lemma: Albert | a56_226_tags.txt | SN:21 | TN:12
Word: Album | Lemma: Album | a56_238to240_tags.txt | SN:25 | TN:0
Word: Alden | Lemma: Alden | a56_226_tags.txt | SN:26 | TN:8
Word: Alderney | Lemma: Alderney | cua_bernice_s11_tags.txt | SN:110 | TN:8
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:23 | TN:2
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:3 | TN:2
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:3 | TN:45
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:5 | TN:41
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:23 | TN:13
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:35 | TN:8
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:7 | TN:19
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:15 | TN:20
Word: Aleman | Lemma: Aleman | a56_214_tags.txt | SN:12 | TN:9
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:15 | TN:5
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:41 | TN:34
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:41 | TN:20
Word: Aleman | Lemma: Aleman | a56_247_tags.txt | SN:28 | TN:18
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:17 | TN:18
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:33 | TN:30
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:37 | TN:53
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:13 | TN:3
Word: Aleman | Lemma: Aleman | a56_214_tags.txt | SN:7 | TN:26
Word: Aleman | Lemma: Aleman | a56_263_tags.txt | SN:7 | TN:7
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:39 | TN:18
Word: Aleman | Lemma: Aleman | a56_214_tags.txt | SN:10 | TN:26
Word: Aleman | Lemma: Aleman | a56_214_tags.txt | SN:36 | TN:23
Word: Aleman | Lemma: Aleman | a56_214_tags.txt | SN:20 | TN:21
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:45 | TN:1
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:25 | TN:9
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:17 | TN:69
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:27 | TN:11
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:21 | TN:26
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:33 | TN:5
Word: Aleman | Lemma: Aleman | a56_214_tags.txt | SN:5 | TN:10
Word: Aleman | Lemma: Aleman | a56_213_tags.txt | SN:19 | TN:9
Word: Aleman | Lemma: Aleman | a56_212_tags.txt | SN:31 | TN:11
Word: Alemanya | Lemma: Alemanya | a56_213_tags.txt | SN:51 | TN:16
