POS Tag: PRI
Word: Bawat | Lemma: Bawat | a56_252_tags.txt | SN:6 | TN:0
Word: Bawat | Lemma: Bawat | a56_261_tags.txt | SN:21 | TN:0
Word: Bawat | Lemma: Bawat | a56_261_tags.txt | SN:22 | TN:0
Word: Iba | Lemma: Iba | a56_260_tags.txt | SN:1 | TN:0
Word: Iba | Lemma: Iba | a56_263_tags.txt | SN:21 | TN:0
Word: Ilan | Lemma: Ilan | a56_250_tags.txt | SN:4 | TN:0
Word: Ilan | Lemma: Ilan | a56_250_tags.txt | SN:11 | TN:0
Word: Isa | Lemma: Isa | a56_181to186_tags.txt | SN:135 | TN:0
Word: Isa | Lemma: Isa | a56_193to197_tags.txt | SN:24 | TN:0
Word: Isa | Lemma: Isa | a56_193to197_tags.txt | SN:106 | TN:0
Word: Isa | Lemma: Isa | a56_251_tags.txt | SN:26 | TN:0
Word: Isa | Lemma: Isa | a56_200_tags.txt | SN:18 | TN:0
Word: Isa | Lemma: Isa | lopez_clement_s11_tags.txt | SN:49 | TN:0
Word: Isa | Lemma: Isa | a56_251_tags.txt | SN:21 | TN:0
Word: Isa | Lemma: Isa | a56_264_tags.txt | SN:23 | TN:0
Word: Isa | Lemma: Isa | a56_223_tags.txt | SN:7 | TN:0
Word: Isa | Lemma: Isa | a56_226_tags.txt | SN:24 | TN:0
Word: Isa | Lemma: Isa | a56_248_tags.txt | SN:10 | TN:0
Word: Isa | Lemma: Isa | a56_252_tags.txt | SN:1 | TN:0
Word: Isa | Lemma: Isa | a56_235to237_tags.txt | SN:8 | TN:0
Word: Isa | Lemma: Isa | a56_251_tags.txt | SN:7 | TN:0
Word: Isa | Lemma: Isa | a56_235to237_tags.txt | SN:58 | TN:0
Word: Isa | Lemma: Isa | a56_235to237_tags.txt | SN:73 | TN:0
Word: Isa | Lemma: Isa | a56_238to240_tags.txt | SN:50 | TN:0
Word: Kapwa | Lemma: Kapwa | a56_226_tags.txt | SN:19 | TN:0
Word: Karamihan | Lemma: dami | a56_181to186_tags.txt | SN:141 | TN:0
Word: Lahat | Lemma: Lahat | a56_260_tags.txt | SN:10 | TN:0
Word: Marami | Lemma: Dami | a56_247_tags.txt | SN:17 | TN:0
Word: alinman | Lemma: alinman | a56_181to186_tags.txt | SN:34 | TN:21
Word: alinman | Lemma: alinman | a56_253to258_tags.txt | SN:90 | TN:29
Word: alinman | Lemma: alinman | a56_260_tags.txt | SN:11 | TN:8
Word: alinman | Lemma: alinman | a56_260_tags.txt | SN:12 | TN:24
Word: alinman | Lemma: alinman | a56_264_tags.txt | SN:19 | TN:15
Word: alinman | Lemma: alinman | cua_bernice_s11_tags.txt | SN:74 | TN:1
Word: bawat | Lemma: bawat | a56_181to186_tags.txt | SN:77 | TN:13
Word: bawat | Lemma: bawat | a56_181to186_tags.txt | SN:24 | TN:4
Word: bawat | Lemma: bawat | a56_181to186_tags.txt | SN:116 | TN:10
Word: bawat | Lemma: bawat | a56_235to237_tags.txt | SN:21 | TN:39
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:59 | TN:15
Word: bawat | Lemma: bawat | lopez_clement_s11_tags.txt | SN:22 | TN:13
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:148 | TN:6
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:84 | TN:56
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:38 | TN:8
Word: bawat | Lemma: bawat | a56_193to197_tags.txt | SN:59 | TN:62
Word: bawat | Lemma: bawat | a56_193to197_tags.txt | SN:61 | TN:49
Word: bawat | Lemma: bawat | a56_193to197_tags.txt | SN:61 | TN:56
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:40 | TN:42
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:72 | TN:25
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:40 | TN:33
Word: bawat | Lemma: bawat | a56_193to197_tags.txt | SN:65 | TN:48
Word: bawat | Lemma: bawat | cua_bernice_s11_tags.txt | SN:42 | TN:2
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:84 | TN:69
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:37 | TN:4
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:53 | TN:5
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:125 | TN:70
Word: bawat | Lemma: bawat | a56_260_tags.txt | SN:19 | TN:6
Word: bawat | Lemma: bawat | a56_193to197_tags.txt | SN:65 | TN:63
Word: bawat | Lemma: bawat | a56_260_tags.txt | SN:9 | TN:11
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:54 | TN:15
Word: bawat | Lemma: bawat | a56_223_tags.txt | SN:15 | TN:12
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:28 | TN:3
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:62 | TN:6
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:81 | TN:12
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:90 | TN:72
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:152 | TN:15
Word: bawat | Lemma: bawat | a56_253to258_tags.txt | SN:37 | TN:29
Word: bawat | Lemma: bawat | a56_193to197_tags.txt | SN:65 | TN:71
Word: bawat | Lemma: bawat | a56_204_tags.txt | SN:10 | TN:19
Word: bawa’t | Lemma: bawa’t | a56_259_tags.txt | SN:1 | TN:24
Word: bawa’t | Lemma: bawa’t | a56_259_tags.txt | SN:2 | TN:23
Word: bawa’t | Lemma: bawa’t | a56_259_tags.txt | SN:4 | TN:11
Word: bawa’t | Lemma: bawa’t | a56_259_tags.txt | SN:4 | TN:17
Word: bawa’t | Lemma: bawa’t | a56_259_tags.txt | SN:5 | TN:15
Word: buo | Lemma: buo | cua_bernice_s11_tags.txt | SN:107 | TN:19
Word: iba | Lemma: iba | a56_223_tags.txt | SN:21 | TN:14
Word: iba | Lemma: iba | a56_181to186_tags.txt | SN:8 | TN:21
Word: iba | Lemma: iba | a56_250_tags.txt | SN:9 | TN:48
Word: iba | Lemma: iba | a56_253to258_tags.txt | SN:126 | TN:26
Word: iba | Lemma: iba | a56_193to197_tags.txt | SN:32 | TN:25
Word: iba | Lemma: iba | a56_261_tags.txt | SN:27 | TN:1
Word: iba | Lemma: iba | a56_250_tags.txt | SN:24 | TN:1
Word: iba | Lemma: iba | a56_251_tags.txt | SN:31 | TN:16
Word: iba | Lemma: iba | a56_238to240_tags.txt | SN:73 | TN:21
Word: iba | Lemma: iba | lopez_clement_s11_tags.txt | SN:5 | TN:46
Word: iba | Lemma: iba | a56_253to258_tags.txt | SN:127 | TN:26
Word: iba | Lemma: iba | a56_263_tags.txt | SN:19 | TN:19
Word: iba | Lemma: iba | a56_247_tags.txt | SN:31 | TN:1
Word: iba | Lemma: iba | a56_193to197_tags.txt | SN:66 | TN:3
Word: iba | Lemma: iba | a56_193to197_tags.txt | SN:77 | TN:22
Word: iba | Lemma: iba | a56_235to237_tags.txt | SN:32 | TN:18
Word: iba | Lemma: iba | lopez_clement_s11_tags.txt | SN:18 | TN:7
Word: iba | Lemma: iba | a56_253to258_tags.txt | SN:3 | TN:8
Word: iba | Lemma: iba | lopez_clement_s11_tags.txt | SN:36 | TN:8
Word: iba | Lemma: iba | a56_235to237_tags.txt | SN:62 | TN:15
Word: iba | Lemma: iba | a56_247_tags.txt | SN:3 | TN:3
Word: iba | Lemma: iba | a56_198_tags.txt | SN:24 | TN:17
Word: iba | Lemma: iba | a56_198_tags.txt | SN:39 | TN:33
Word: iba | Lemma: iba | a56_253to258_tags.txt | SN:120 | TN:14
Word: iba | Lemma: iba | lopez_clement_s11_tags.txt | SN:41 | TN:39
Word: iba | Lemma: iba | a56_200_tags.txt | SN:33 | TN:4
Word: iba | Lemma: iba | a56_253to258_tags.txt | SN:125 | TN:39
Word: iba | Lemma: iba | a56_261_tags.txt | SN:15 | TN:35
Word: iba | Lemma: iba | a56_260_tags.txt | SN:6 | TN:13
Word: iba | Lemma: iba | a56_253to258_tags.txt | SN:54 | TN:6
Word: iba | Lemma: iba | lopez_clement_s11_tags.txt | SN:18 | TN:22
Word: iba | Lemma: iba | a56_225_tags.txt | SN:21 | TN:4
Word: iba | Lemma: iba | a56_253to258_tags.txt | SN:53 | TN:13
Word: iilan | Lemma: ilan | a56_181to186_tags.txt | SN:28 | TN:29
Word: iilan | Lemma: ilan | a56_181to186_tags.txt | SN:31 | TN:3
Word: ilan | Lemma: ilan | a56_181to186_tags.txt | SN:45 | TN:5
Word: ilan | Lemma: ilan | a56_181to186_tags.txt | SN:3 | TN:58
Word: ilan | Lemma: ilan | a56_181to186_tags.txt | SN:30 | TN:5
Word: ilan | Lemma: ilan | a56_238to240_tags.txt | SN:34 | TN:9
Word: ilan | Lemma: ilan | a56_181to186_tags.txt | SN:46 | TN:39
Word: ilan | Lemma: ilan | a56_253to258_tags.txt | SN:56 | TN:27
Word: ilan | Lemma: ilan | lopez_clement_s11_tags.txt | SN:68 | TN:5
Word: ilan | Lemma: ilan | a56_181to186_tags.txt | SN:93 | TN:1
Word: ilan | Lemma: ilan | a56_181to186_tags.txt | SN:104 | TN:8
Word: ilan | Lemma: ilan | a56_263_tags.txt | SN:5 | TN:1
Word: ilan | Lemma: ilan | a56_223_tags.txt | SN:23 | TN:12
Word: ilan | Lemma: ilan | a56_238to240_tags.txt | SN:26 | TN:19
Word: ilan | Lemma: ilan | a56_263_tags.txt | SN:21 | TN:7
